,Price,Title,Visitors,Beds,Bedrooms,Baths,Guest Favorite,Superhost,Review Index,Number of reviews,Host Name,Latitude,Longitude,char_superhost,char_free_cancellation,char_fast_wifi,char_dedicated_workspace,char_great_location,char_furry_friends,char_highly_rated,char_self_check-in,char_great_check-in,char_remote_work
156,69.0,Adam's apartment with large sunny balcony,4.0,2.0,2.0,1.0,0,1,5.0,3.0,Yorgos,40.62967,22.95211,1,0,0,1,0,0,0,1,0,0
157,57.0,Cozy Modern Apartment Inside The City Center,3.0,1.0,1.0,1.0,1,1,4.0,203.0,Lucia And Konstantinos,40.6328,22.949,1,1,1,0,0,0,0,0,0,0
158,55.0,Flat 128 ★ Sea view ★ 5min walk to Roman Forum,4.0,2.0,1.0,1.0,0,1,4.0,62.0,Silvia,40.641,22.9454,1,1,0,0,0,0,0,1,0,0
159,31.0,White Diamond,2.0,1.0,1.0,1.0,0,0,4.0,10.0,Zoe,40.6417,22.944,0,0,0,0,0,0,0,1,1,0
160,66.0,NEW #5 DESIGN LUXURY,2.0,1.0,1.0,1.0,0,0,5.0,6.0,Phi,40.64039,22.94192,0,1,0,1,0,0,0,1,0,0
161,82.0,Iktinou Luxury City Center Apartment,6.0,3.0,2.0,1.0,1,1,4.0,222.0,Christos,40.6313,22.9456,1,1,0,0,0,0,0,1,0,0
162,41.0,Tailor's suites  #2,4.0,,1.0,1.0,1,1,4.0,28.0,Maria,40.6397,22.9387,1,0,0,1,0,0,0,1,0,0
163,82.0,Iktinou Luxury City Center Apartment,6.0,3.0,2.0,1.0,1,1,4.0,222.0,Christos,40.6313,22.9456,1,1,0,0,0,0,0,1,0,0
164,74.0,Seaside Pearl Apartment (Two bedrooms),4.0,3.0,2.0,1.0,0,1,5.0,3.0,Artemis,40.6206,22.9527,1,0,0,1,0,0,0,1,0,0
165,56.0,Helens Little Castle  (Free Private Parking),2.0,1.0,1.0,1.0,1,1,5.0,56.0,Efstathios,40.63741,22.95506,1,1,0,1,0,0,0,0,0,0
166,115.0,White Lotus by halu! : 2BD apartment,4.0,2.0,2.0,1.0,0,0,5.0,11.0,Halu!,40.6354,22.94715,0,1,0,0,0,0,0,0,1,1
167,42.0,"Big Apple #2.6, Nilie Hospitality MGMT",3.0,1.0,1.0,1.0,0,0,4.0,15.0,Nilie Premium Hospitality MGMT,40.64028,22.93825,0,0,0,0,0,0,0,1,0,0
168,55.0,Flat 129 ★ Sea view ★ 5min walk to Roman Forum,4.0,2.0,1.0,1.0,1,1,4.0,86.0,Silvia,40.6409,22.9454,1,1,0,0,0,0,0,1,0,0
169,64.0,City Chic: Cozy Balcony Bliss,3.0,2.0,1.0,1.0,0,0,5.0,4.0,Apostolos,40.6358207,22.9530425,0,0,0,0,1,0,0,1,1,0
170,65.0,Sunny & Happy aprt historic center,4.0,2.0,2.0,1.0,1,1,4.0,113.0,Marianna,40.632,22.9529,1,1,0,0,0,0,0,0,1,0
171,128.0,#Luxlikehome Horizon Apartment,6.0,3.0,3.0,2.0,0,0,,,Luxlikehome,40.60326,22.95303,0,1,0,0,0,0,0,0,0,0
172,74.0,Vibrant city apartment,4.0,2.0,2.0,1.0,1,1,4.0,78.0,Filippa,40.63077,22.94271,0,1,0,1,0,0,0,1,0,0
173,62.0,Twin° Superior Suites,3.0,2.0,1.0,1.0,1,1,4.0,127.0,Panagiota,40.6197,22.9578,0,1,0,0,0,0,0,1,0,1
174,144.0,Luxury home@the heart of the city,4.0,3.0,2.0,1.0,0,0,5.0,17.0,Dimitra,40.62901,22.94722,0,1,0,0,0,0,0,0,0,0
175,65.0,Sofia Sunshine Serenity,6.0,2.0,2.0,1.0,0,0,,,Konstantinos,40.6317279,22.9493214,0,0,0,0,0,1,0,0,0,0
176,52.0,THE WALL Downtown Apartment/museums area,3.0,1.0,1.0,1.0,0,1,4.0,260.0,Giorgos,40.6308,22.9515,0,1,0,0,0,0,0,0,0,0
177,40.0,UTOPIA Flat can host up to 8ppl with UTOPIA Studio,4.0,2.0,1.0,1.0,1,1,4.0,91.0,Konstantinos,40.64423,22.93777,1,1,0,0,0,0,0,1,0,0
178,52.0,Luxury apartments in Thessaloniki,3.0,1.0,1.0,1.0,1,0,4.0,14.0,Ευαγγελία,40.6415014,22.9482505,0,1,1,0,0,0,0,1,0,0
179,75.0,Thea Apartment,4.0,2.0,2.0,1.0,1,1,4.0,47.0,Anestis,40.63977,22.95594,1,1,0,0,0,0,0,0,1,0
180,52.0,Luxury apartments in Thessaloniki,3.0,1.0,1.0,1.0,1,0,4.0,14.0,Ευαγγελία,40.6415014,22.9482505,0,1,1,0,0,0,0,1,0,0
181,60.0,Penthouse in the City Centre !!,3.0,1.0,1.0,1.0,0,0,4.0,69.0,Elina,40.63547,22.93888,0,1,0,0,0,0,0,1,1,0
182,49.0,Aristotelous Loft Apartment,4.0,1.0,1.0,1.0,1,1,4.0,133.0,Nikoleta,40.63821,22.94794,0,1,0,1,0,0,0,1,0,0
183,70.0,City center Diamond suite - 300m from the seafront,3.0,,,1.0,1,0,5.0,6.0,Βασίλης,40.6353,22.9406,0,1,0,0,1,0,0,1,0,0
184,51.0,Spacious Luxury apartment downtown Thessaloniki,4.0,2.0,1.0,1.0,0,1,4.0,78.0,My Street,40.64007,22.93705,1,0,0,0,0,0,0,0,1,0
185,81.0,Urban Luxury by InFox Suites,6.0,2.0,2.0,1.0,1,0,5.0,11.0,InFox Suites,40.6392814,22.9501976,0,0,0,0,0,0,1,1,1,0
186,90.0,"White Suite ""Armonia""",8.0,3.0,3.0,2.0,1,1,4.0,87.0,Δημήτρης -,40.61719,22.95904,1,0,0,0,0,0,0,0,0,0
187,164.0,Dahlia: Elegant & Spacious 2-Bedroom Luxury Living,4.0,2.0,2.0,2.0,0,0,4.0,5.0,Halu!,40.63188,22.94953,0,1,0,1,0,0,0,1,0,0
188,90.0,Spacious city loft near the waterfront,4.0,2.0,2.0,1.0,1,1,4.0,203.0,Kostis,40.6337,22.9389,1,1,0,1,0,0,0,0,0,0
189,49.0,"Adelle Studio #34, The Luxury Suites",3.0,2.0,,1.0,0,0,4.0,41.0,The Luxury Suites,40.63965,22.93941,0,1,0,0,0,0,0,1,0,0
190,160.0,Elegant Beachfront 3bd House,6.0,4.0,3.0,2.0,1,0,5.0,11.0,Solon,40.5007087,22.892568,0,1,0,1,0,0,0,0,1,0
191,95.0,View and the city,4.0,2.0,2.0,1.0,1,1,4.0,38.0,Panagiotis,40.64031,22.96039,1,1,0,0,1,0,0,0,0,0
192,57.0,Great View Luxury Living,3.0,2.0,,1.0,1,1,4.0,196.0,Stamatis,40.6442,22.925,0,1,0,1,0,0,0,1,0,0
193,120.0,Big Suite by the Sea,4.0,1.0,1.0,1.0,1,1,5.0,37.0,Konstantinos,40.5064,22.91707,1,0,0,0,1,0,0,0,1,0
194,112.0,"#FLH - Scandi Chic Apartment, Agia Sofia District",4.0,2.0,2.0,1.0,0,1,4.0,274.0,FeelsLikeHomeGR,40.6338,22.9455,1,1,0,0,1,0,0,0,0,0
195,36.0,Escape ... in style // Downtown Seaside Gate_301,2.0,1.0,1.0,1.0,0,1,4.0,340.0,Mike,40.63145,22.94071,0,1,1,0,0,0,0,1,0,0
196,70.0,Ano Poli stay with private terrace and view,4.0,3.0,1.0,1.0,0,0,4.0,45.0,Vesta Philoxenia,40.64298,22.95404,0,1,0,0,1,0,0,0,1,0
197,79.0,Lux Nomad MGMT - BOEM super central 2bedroom flat,5.0,3.0,2.0,1.0,1,1,4.0,54.0,Alexios,40.6371,22.9466,1,1,0,0,0,0,0,1,0,0
198,46.0,ifestos By Socrates Junior Houses,3.0,1.0,1.0,1.0,0,1,,,Socrates Junior Houses,40.6431227,22.939386,1,1,0,0,0,0,0,1,0,0
199,208.0,Marilyn: Luxe & Stylish 3BD retreat by halu!,6.0,4.0,3.0,2.0,1,0,4.0,13.0,Halu!,40.6345715,22.9465505,0,1,0,1,0,0,0,1,0,0
200,126.0,Agia Sofia Noir Apartment,4.0,2.0,2.0,1.0,1,1,4.0,15.0,Dimitra,40.6324,22.9446,1,1,0,0,0,0,0,1,0,0
201,52.0,Lovely modern apartment of 1.3km from White Tower,4.0,2.0,1.0,1.0,1,0,5.0,17.0,Vasiliki,40.6192,22.9579,0,1,0,0,0,0,0,1,1,0
202,68.0,Horizon /Downtown Penthouse w/ massive terrace,4.0,2.0,,1.0,1,1,5.0,23.0,Afentoula,40.63275,22.94854,1,1,0,0,0,0,0,0,0,1
203,61.0,Terpsi's house,2.0,2.0,1.0,1.0,1,1,4.0,55.0,Giorgos,40.63058,22.94894,1,1,0,0,0,0,0,1,0,0
204,44.0,"Pantheon, Nilie Hospitality MGMT",4.0,1.0,1.0,1.0,0,0,4.0,9.0,Nilie Premium Hospitality MGMT,40.6341411,22.9371348,0,0,0,0,0,0,0,1,0,0
205,80.0,Urban Seaside Studio with BALCONY,3.0,1.0,1.0,1.0,1,1,4.0,167.0,Elina,40.63098,22.94265,1,1,0,0,0,0,0,1,0,0
206,77.0,Stylish and Renovated Retreat,3.0,2.0,1.0,1.0,1,0,5.0,10.0,Mike,40.6378,22.9531,0,0,0,0,0,1,1,0,1,0
207,153.0,4 Travelers,4.0,3.0,2.0,1.0,1,1,5.0,50.0,Crisa,40.6339,22.9426,1,1,0,1,0,0,0,0,0,0
208,131.0,Pelagus City - Grand View Suite,4.0,1.0,1.0,1.0,0,0,,,Pelagus City,40.635,22.9388,0,0,0,0,0,0,0,1,0,0
209,45.0,Feel like your home in the Helion apartment,4.0,2.0,1.0,1.0,0,1,4.0,78.0,Αστεριος,40.64081,22.93721,1,1,0,0,0,0,0,1,0,0
210,70.0,Agia Sofia Luxury City Center Apartment,4.0,2.0,2.0,1.0,0,1,4.0,102.0,Eleftheria,40.6322,22.9477,1,0,0,1,0,0,0,1,0,0
211,40.0,Private Mini Suite-Self Check-in,2.0,1.0,1.0,1.0,0,0,,2.0,Nikos,40.6371,22.9368,0,1,0,0,0,0,0,1,0,0
212,60.0,Elegant Mountain-view Apartment next to seaside,4.0,2.0,1.0,1.0,0,1,4.0,25.0,Innovation,40.60491,22.95141,1,1,0,0,0,0,0,1,0,0
213,62.0,Bright Bright A_Central Apartment with balcony,4.0,3.0,2.0,1.0,1,1,4.0,160.0,Mary,40.63711,22.94261,1,1,0,0,0,0,0,1,0,0
214,55.0,Valentina's Apartment with Large Sunny Balcony,2.0,1.0,1.0,1.0,1,1,4.0,244.0,Yorgos,40.6349,22.9465,0,1,0,1,0,0,0,1,0,0
215,67.0,#Pearl: Penthouse suite with amazing view,2.0,1.0,,1.0,0,0,4.0,19.0,Halu!,40.63415,22.94527,0,1,0,1,0,0,0,1,0,0
216,60.0,#SKGH Anatolia Luxury Suite -NearHELEXPO,4.0,2.0,1.0,1.0,0,0,4.0,74.0,Helias,40.6275,22.9524,0,1,0,1,0,0,0,1,0,0
217,66.0,Navarinou sq.-ancient ruins view-lux 2BD apartment,5.0,2.0,2.0,1.0,0,1,4.0,287.0,Ioanna,40.6306,22.9479,1,1,0,1,0,0,0,0,0,0
218,64.0,"Bonsai 4.1, The Luxury Suites",4.0,1.0,1.0,1.0,0,0,,1.0,The Luxury Suites,40.6391422,22.93775,0,1,0,0,0,0,0,1,0,0
219,38.0,Escape ... in style // Downtown Seaside Gate_303,2.0,1.0,1.0,1.0,0,1,4.0,269.0,Mike,40.6318,22.9417,0,1,1,0,0,0,0,1,0,0
220,80.0,"1 Sea & City 
Living",4.0,2.0,1.0,1.0,1,1,4.0,88.0,Κατερίνα,40.61087,22.9526,1,1,0,0,0,0,0,1,0,0
221,95.0,The SuperHeroes Apartment,4.0,2.0,2.0,1.0,1,1,4.0,70.0,Vassilis,40.5994,22.9757,1,0,0,0,0,0,0,0,1,1
222,115.0,kids friendly apartment,4.0,2.0,2.0,1.0,1,0,5.0,7.0,Sofi,40.59581,22.95607,0,1,0,1,0,0,0,1,0,0
223,49.0,Harmony studio with terrace.,3.0,,1.0,1.0,0,1,5.0,4.0,Nikolaos,40.631166,22.9442399,1,0,0,0,1,0,0,1,0,0
224,79.0,Horizon View Kalamaria,4.0,2.0,1.0,1.0,1,1,5.0,9.0,Matoula,40.5787,22.9454,1,0,0,0,0,0,0,1,0,1
225,88.0,Heaven on the 7th (Aparment A),5.0,2.0,2.0,1.0,0,0,5.0,4.0,Panos,40.620769,22.952883,0,1,0,0,1,0,0,1,0,0
226,57.0,Penthouse Apartment 1# MODERN penthouse APARTMENT,4.0,2.0,1.0,1.0,0,1,4.0,23.0,Παναγιωτης,40.603,22.9689,1,1,0,0,0,0,0,1,0,0
227,46.0,ifestos By Socrates Junior Houses,3.0,1.0,1.0,1.0,0,1,,,Socrates Junior Houses,40.6431227,22.939386,1,1,0,0,0,0,0,1,0,0
228,50.0,Urban Loft II,3.0,2.0,1.0,1.0,1,1,4.0,154.0,Γιώργος,40.63675,22.95583,1,0,0,1,0,0,0,1,0,0
229,35.0,Escape ... in style // Downtown Seaside Gate_306,2.0,1.0,1.0,1.0,0,1,4.0,353.0,Mike,40.6318,22.9417,0,1,0,0,0,0,0,1,0,1
230,92.0,#Sunshine: City centre family retreat,4.0,3.0,2.0,1.0,0,0,5.0,5.0,Halu!,40.63515,22.94939,0,1,0,1,0,0,0,1,0,0
231,94.0,FeliCity:Accessible/Comfortable Loft_Thessaloniki,6.0,3.0,1.0,1.0,0,1,5.0,19.0,Despina,40.6387,22.9372,1,0,0,1,0,0,0,1,0,0
232,49.0,"Adelle Studio #31, The Luxury Suites",3.0,2.0,,1.0,0,0,4.0,43.0,The Luxury Suites,40.63775,22.93937,0,1,0,0,0,0,0,1,0,0
233,77.0,Soul - the vibe of the city,2.0,1.0,1.0,1.0,1,1,4.0,36.0,Manos,40.6318,22.9463,0,1,0,1,0,0,0,1,0,0
234,43.0,Modern apartment.,4.0,2.0,1.0,1.0,1,1,5.0,38.0,Κωνσταντίνος,40.61469,22.98336,1,1,1,0,0,0,0,0,0,0
235,126.0,#URBN - City Pulse Apartment,5.0,2.0,2.0,1.0,1,1,5.0,5.0,Asset,40.6288,22.9496,1,1,0,0,1,0,0,0,0,0
236,59.0,Unique Skyview Penthouse - Downtown,4.0,2.0,1.0,1.0,1,1,4.0,157.0,Erik,40.63384,22.94883,1,1,0,0,0,0,0,1,0,0
237,38.0,Escape ... in style // Downtown Seaside Gate_303,2.0,1.0,1.0,1.0,0,1,4.0,269.0,Mike,40.6318,22.9417,0,1,1,0,0,0,0,1,0,0
238,52.0,Magenta Ruby #FREE Parking#,3.0,,1.0,1.0,1,0,5.0,8.0,Foteini,40.6406934,22.9478825,0,1,0,0,1,0,0,1,0,0
239,65.0,Just by the White Tower,6.0,3.0,1.0,1.0,1,1,4.0,166.0,Artemis,40.6296,22.9502,1,1,0,0,0,0,0,1,0,0
240,144.0,Luxury Downtown Apartment C2,5.0,3.0,2.0,1.0,1,1,5.0,58.0,Kinfeel North,40.6334,22.9443,0,1,0,0,0,0,0,1,0,1
241,63.0,Cloud9-skg,2.0,1.0,1.0,1.0,1,0,5.0,6.0,Savvas,40.6353,22.9353,0,1,0,0,1,0,0,1,0,0
242,69.0,"Deluxe Apartment Pylaia, SKG",5.0,3.0,2.0,1.0,1,1,4.0,23.0,Ioannis,40.6109,22.9841,1,0,0,0,0,0,0,1,0,1
243,40.0,Thanos Luxurious Apartment,3.0,2.0,1.0,1.0,1,1,5.0,14.0,Thanos,40.61918,22.95905,1,0,0,0,1,0,0,1,0,0
244,82.0,'' D 'Esperey Urban Stay' ',4.0,2.0,2.0,1.0,0,0,,2.0,Monica,40.6285,22.9525,0,1,1,0,0,0,0,0,0,0
245,190.0,AiR Waterfront Nikis Apartment,8.0,5.0,3.0,1.0,1,1,4.0,190.0,Architecture In Residence,40.6301,22.9436,1,1,0,1,0,0,0,0,0,0
246,49.0,Harmony studio with terrace.,3.0,,1.0,1.0,0,1,5.0,4.0,Nikolaos,40.631166,22.9442399,1,0,0,0,1,0,0,1,0,0
247,80.0,Innovative 2-BR futuristic flat in Ladadika,4.0,2.0,2.0,1.0,1,1,4.0,48.0,Innovation,40.63617,22.93799,1,1,0,0,0,0,0,1,0,0
248,46.0,ifestos By Socrates Junior Houses,3.0,1.0,1.0,1.0,0,1,,,Socrates Junior Houses,40.6431227,22.939386,1,1,0,0,0,0,0,1,0,0
249,48.0,Top Floor Luxury Apartment with Beautiful Balcony,4.0,2.0,1.0,1.0,0,0,4.0,166.0,Vasilis,40.63621,22.93697,0,1,0,1,0,0,0,1,0,0
250,70.0,"Modern,Luxury Grey Suite",6.0,2.0,2.0,1.0,1,1,4.0,103.0,Δημήτρης -,40.61527,22.9585,1,1,0,0,0,0,0,1,0,0
251,70.0,beautiful house,4.0,1.0,1.0,1.0,1,1,4.0,29.0,Lumin,40.60093,22.95292,1,1,1,0,0,0,0,0,0,0
252,55.0,Modern cozy apartment in the heart of Thessaloniki,3.0,2.0,1.0,1.0,1,1,4.0,174.0,Σάκης,40.63174,22.94711,1,1,0,0,0,0,0,1,0,0
253,51.0,#ATS - Theodor Cozy Apartment,4.0,1.0,1.0,1.0,0,0,4.0,32.0,Around,40.6328258,22.9439552,0,1,0,0,1,0,0,1,0,0
254,68.0,Stylish central apartment!,6.0,2.0,2.0,1.0,1,1,5.0,5.0,City Apartments,40.642138,22.9433399,1,0,0,1,0,0,0,0,1,0
255,31.0,White Diamond,2.0,1.0,1.0,1.0,0,0,4.0,10.0,Zoe,40.6417,22.944,0,0,0,0,0,0,0,1,1,0
256,85.0,Modern Studio in Downtown.,3.0,,1.0,1.0,1,0,5.0,8.0,Natalia,40.6308,22.9477,0,1,0,0,1,0,0,1,0,0
257,115.0,Penthouse-heart of Thessaloniki,5.0,4.0,2.0,1.0,1,1,4.0,80.0,Alex,40.6304,22.94664,1,1,0,0,1,0,0,0,0,0
258,65.0,Sweet apartment!!!,4.0,1.0,1.0,1.0,1,1,4.0,429.0,Giorgos,40.63875,22.94964,1,1,0,0,0,0,0,1,0,0
259,32.0,Spotted in Thessaloniki #10!-parking 15€/24h,2.0,1.0,,1.0,1,1,4.0,16.0,Giannis,40.6374,22.9357,1,1,0,0,0,0,0,1,0,0
260,115.0,Blossom by halu! Cozy 2-BD apartment,4.0,2.0,2.0,1.0,0,0,5.0,3.0,Halu!,40.6328286,22.9426356,0,1,0,0,1,0,0,1,0,0
261,97.0,#Tiramisu by halu! Apartments,4.0,2.0,2.0,1.0,0,0,4.0,20.0,Halu!,40.63319,22.94279,0,1,0,1,1,0,0,0,0,0
262,48.0,Two bedroom apartment in the city center,6.0,3.0,2.0,1.0,1,1,5.0,14.0,Daniel,40.6436,22.9397,1,0,0,1,0,0,0,1,0,0
263,69.0,#Heart and Soul by halu! Apartments (Heart),2.0,2.0,1.0,1.0,0,0,4.0,5.0,Halu!,40.62854,22.95185,0,1,0,1,0,0,0,1,0,0
264,56.0,Stunning room-CityCenter-Getaway,2.0,1.0,1.0,1.0,1,0,4.0,21.0,Marabou Unique Stay,40.6386,22.9378,0,1,0,0,0,0,0,0,1,0
265,46.0,Nostalgia,2.0,1.0,1.0,1.0,1,1,4.0,105.0,Ntemi And Nick,40.6409,22.943,1,1,0,0,0,0,0,1,0,0
266,120.0,Lovely-3-bedrooms apartment center of Thessaloniki,5.0,3.0,3.0,1.0,1,1,4.0,46.0,Nana,40.63549,22.95058,0,1,0,1,0,0,0,1,0,0
267,47.0,360° City Center Loft with Parking,2.0,1.0,1.0,1.0,1,1,4.0,273.0,Sarantos,40.6173,22.958,0,1,0,0,0,0,0,1,0,1
268,54.0,Cozy Apartment in City  Center!!!!,4.0,2.0,2.0,1.0,0,1,4.0,104.0,Elena,40.63898,22.94602,1,0,0,1,0,0,0,1,0,0
269,95.0,Seaside Paradise Perea Apartment,4.0,2.0,1.0,1.0,1,1,5.0,12.0,Maria,40.5083,22.9221,1,0,0,0,1,0,0,0,1,0
270,55.0,Modern cozy apartment in the heart of Thessaloniki,3.0,2.0,1.0,1.0,1,1,4.0,174.0,Σάκης,40.63174,22.94711,1,1,0,0,0,0,0,1,0,0
271,51.0,#ATS - Theodor Cozy Apartment,4.0,1.0,1.0,1.0,0,0,4.0,32.0,Around,40.6328258,22.9439552,0,1,0,0,1,0,0,1,0,0
272,68.0,Stylish central apartment!,6.0,2.0,2.0,1.0,1,1,5.0,5.0,City Apartments,40.642138,22.9433399,1,0,0,1,0,0,0,0,1,0
273,31.0,White Diamond,2.0,1.0,1.0,1.0,0,0,4.0,10.0,Zoe,40.6417,22.944,0,0,0,0,0,0,0,1,1,0
274,85.0,Modern Studio in Downtown.,3.0,,1.0,1.0,1,0,5.0,8.0,Natalia,40.6308,22.9477,0,1,0,0,1,0,0,1,0,0
275,115.0,Penthouse-heart of Thessaloniki,5.0,4.0,2.0,1.0,1,1,4.0,80.0,Alex,40.6304,22.94664,1,1,0,0,1,0,0,0,0,0
276,65.0,Sweet apartment!!!,4.0,1.0,1.0,1.0,1,1,4.0,429.0,Giorgos,40.63875,22.94964,1,1,0,0,0,0,0,1,0,0
277,32.0,Spotted in Thessaloniki #10!-parking 15€/24h,2.0,1.0,,1.0,1,1,4.0,16.0,Giannis,40.6374,22.9357,1,1,0,0,0,0,0,1,0,0
278,115.0,Blossom by halu! Cozy 2-BD apartment,4.0,2.0,2.0,1.0,0,0,5.0,3.0,Halu!,40.6328286,22.9426356,0,1,0,0,1,0,0,1,0,0
279,97.0,#Tiramisu by halu! Apartments,4.0,2.0,2.0,1.0,0,0,4.0,20.0,Halu!,40.63319,22.94279,0,1,0,1,1,0,0,0,0,0
280,48.0,Two bedroom apartment in the city center,6.0,3.0,2.0,1.0,1,1,5.0,14.0,Daniel,40.6436,22.9397,1,0,0,1,0,0,0,1,0,0
281,69.0,#Heart and Soul by halu! Apartments (Heart),2.0,2.0,1.0,1.0,0,0,4.0,5.0,Halu!,40.62854,22.95185,0,1,0,1,0,0,0,1,0,0
282,56.0,Stunning room-CityCenter-Getaway,2.0,1.0,1.0,1.0,1,0,4.0,21.0,Marabou Unique Stay,40.6386,22.9378,0,1,0,0,0,0,0,0,1,0
283,46.0,Nostalgia,2.0,1.0,1.0,1.0,1,1,4.0,105.0,Ntemi And Nick,40.6409,22.943,1,1,0,0,0,0,0,1,0,0
284,120.0,Lovely-3-bedrooms apartment center of Thessaloniki,5.0,3.0,3.0,1.0,1,1,4.0,46.0,Nana,40.63549,22.95058,0,1,0,1,0,0,0,1,0,0
285,47.0,360° City Center Loft with Parking,2.0,1.0,1.0,1.0,1,1,4.0,273.0,Sarantos,40.6173,22.958,0,1,0,0,0,0,0,1,0,1
286,54.0,Cozy Apartment in City  Center!!!!,4.0,2.0,2.0,1.0,0,1,4.0,104.0,Elena,40.63898,22.94602,1,0,0,1,0,0,0,1,0,0
287,95.0,Seaside Paradise Perea Apartment,4.0,2.0,1.0,1.0,1,1,5.0,12.0,Maria,40.5083,22.9221,1,0,0,0,1,0,0,0,1,0
288,55.0,Modern cozy apartment in the heart of Thessaloniki,3.0,2.0,1.0,1.0,1,1,4.0,174.0,Σάκης,40.63174,22.94711,1,1,0,0,0,0,0,1,0,0
289,51.0,#ATS - Theodor Cozy Apartment,4.0,1.0,1.0,1.0,0,0,4.0,32.0,Around,40.6328258,22.9439552,0,1,0,0,1,0,0,1,0,0
290,68.0,Stylish central apartment!,6.0,2.0,2.0,1.0,1,1,5.0,5.0,City Apartments,40.642138,22.9433399,1,0,0,1,0,0,0,0,1,0
291,31.0,White Diamond,2.0,1.0,1.0,1.0,0,0,4.0,10.0,Zoe,40.6417,22.944,0,0,0,0,0,0,0,1,1,0
292,85.0,Modern Studio in Downtown.,3.0,,1.0,1.0,1,0,5.0,8.0,Natalia,40.6308,22.9477,0,1,0,0,1,0,0,1,0,0
293,115.0,Penthouse-heart of Thessaloniki,5.0,4.0,2.0,1.0,1,1,4.0,80.0,Alex,40.6304,22.94664,1,1,0,0,1,0,0,0,0,0
294,65.0,Sweet apartment!!!,4.0,1.0,1.0,1.0,1,1,4.0,429.0,Giorgos,40.63875,22.94964,1,1,0,0,0,0,0,1,0,0
295,32.0,Spotted in Thessaloniki #10!-parking 15€/24h,2.0,1.0,,1.0,1,1,4.0,16.0,Giannis,40.6374,22.9357,1,1,0,0,0,0,0,1,0,0
296,115.0,Blossom by halu! Cozy 2-BD apartment,4.0,2.0,2.0,1.0,0,0,5.0,3.0,Halu!,40.6328286,22.9426356,0,1,0,0,1,0,0,1,0,0
297,97.0,#Tiramisu by halu! Apartments,4.0,2.0,2.0,1.0,0,0,4.0,20.0,Halu!,40.63319,22.94279,0,1,0,1,1,0,0,0,0,0
298,48.0,Two bedroom apartment in the city center,6.0,3.0,2.0,1.0,1,1,5.0,14.0,Daniel,40.6436,22.9397,1,0,0,1,0,0,0,1,0,0
299,69.0,#Heart and Soul by halu! Apartments (Heart),2.0,2.0,1.0,1.0,0,0,4.0,5.0,Halu!,40.62854,22.95185,0,1,0,1,0,0,0,1,0,0
300,56.0,Stunning room-CityCenter-Getaway,2.0,1.0,1.0,1.0,1,0,4.0,21.0,Marabou Unique Stay,40.6386,22.9378,0,1,0,0,0,0,0,0,1,0
301,46.0,Nostalgia,2.0,1.0,1.0,1.0,1,1,4.0,105.0,Ntemi And Nick,40.6409,22.943,1,1,0,0,0,0,0,1,0,0
302,120.0,Lovely-3-bedrooms apartment center of Thessaloniki,5.0,3.0,3.0,1.0,1,1,4.0,46.0,Nana,40.63549,22.95058,0,1,0,1,0,0,0,1,0,0
303,47.0,360° City Center Loft with Parking,2.0,1.0,1.0,1.0,1,1,4.0,273.0,Sarantos,40.6173,22.958,0,1,0,0,0,0,0,1,0,1
304,54.0,Cozy Apartment in City  Center!!!!,4.0,2.0,2.0,1.0,0,1,4.0,104.0,Elena,40.63898,22.94602,1,0,0,1,0,0,0,1,0,0
305,95.0,Seaside Paradise Perea Apartment,4.0,2.0,1.0,1.0,1,1,5.0,12.0,Maria,40.5083,22.9221,1,0,0,0,1,0,0,0,1,0
306,55.0,Modern cozy apartment in the heart of Thessaloniki,3.0,2.0,1.0,1.0,1,1,4.0,174.0,Σάκης,40.63174,22.94711,1,1,0,0,0,0,0,1,0,0
307,51.0,#ATS - Theodor Cozy Apartment,4.0,1.0,1.0,1.0,0,0,4.0,32.0,Around,40.6328258,22.9439552,0,1,0,0,1,0,0,1,0,0
308,68.0,Stylish central apartment!,6.0,2.0,2.0,1.0,1,1,5.0,5.0,City Apartments,40.642138,22.9433399,1,0,0,1,0,0,0,0,1,0
309,31.0,White Diamond,2.0,1.0,1.0,1.0,0,0,4.0,10.0,Zoe,40.6417,22.944,0,0,0,0,0,0,0,1,1,0
310,85.0,Modern Studio in Downtown.,3.0,,1.0,1.0,1,0,5.0,8.0,Natalia,40.6308,22.9477,0,1,0,0,1,0,0,1,0,0
311,115.0,Penthouse-heart of Thessaloniki,5.0,4.0,2.0,1.0,1,1,4.0,80.0,Alex,40.6304,22.94664,1,1,0,0,1,0,0,0,0,0
312,65.0,Sweet apartment!!!,4.0,1.0,1.0,1.0,1,1,4.0,429.0,Giorgos,40.63875,22.94964,1,1,0,0,0,0,0,1,0,0
313,32.0,Spotted in Thessaloniki #10!-parking 15€/24h,2.0,1.0,,1.0,1,1,4.0,16.0,Giannis,40.6374,22.9357,1,1,0,0,0,0,0,1,0,0
314,115.0,Blossom by halu! Cozy 2-BD apartment,4.0,2.0,2.0,1.0,0,0,5.0,3.0,Halu!,40.6328286,22.9426356,0,1,0,0,1,0,0,1,0,0
315,97.0,#Tiramisu by halu! Apartments,4.0,2.0,2.0,1.0,0,0,4.0,20.0,Halu!,40.63319,22.94279,0,1,0,1,1,0,0,0,0,0
