,Price,Title,Visitors,Beds,Bedrooms,Baths,Guest Favorite,Superhost,Review Index,Number of reviews,Host Name,Latitude,Longitude,char_superhost,char_free_cancellation,char_fast_wifi,char_dedicated_workspace,char_great_location,char_furry_friends,char_highly_rated,char_self_check-in,char_great_check-in,char_remote_work
21,33.0,Waterfront #42Design - CozyCityCenter Flat,2.0,1.0,1.0,1.0,1,1,4.0,601.0,Alexandra,40.6318,22.9416,0,1,0,1,0,0,0,1,0,0
22,110.0,Veranda Residence,5.0,3.0,2.0,1.0,1,1,4.0,66.0,Nancy,40.63364,22.94892,0,1,0,1,0,0,0,1,0,0
23,37.0,Carpe Diem SKG,2.0,,1.0,1.0,1,1,4.0,37.0,Despoina,40.6415,22.9361,0,1,1,0,0,0,0,1,0,0
24,37.0,"V18 Boutique Rooms, Nilie Hospitality MGMT",2.0,1.0,1.0,1.0,0,0,,1.0,Nilie Premium Hospitality MGMT,40.6431641,22.9341033,0,0,0,0,0,0,0,1,0,0
25,67.0,Santa Sophia’s Elegant Pop Suite,2.0,1.0,1.0,1.0,1,1,5.0,29.0,Alexandros,40.6333,22.9484,0,1,0,0,0,0,0,1,0,1
26,50.0,Waterfront #41Design - CozyCityCenter Flat,4.0,2.0,1.0,1.0,0,1,4.0,616.0,Alexandra,40.6318,22.9417,0,1,0,1,0,0,0,1,0,0
27,36.0,L & G  studio in the center of the city,2.0,2.0,,1.0,1,0,4.0,214.0,Λίνα,40.63684,22.95163,0,0,0,0,1,0,1,0,1,0
28,80.0,Waterfront Flat with 180° Sea View,3.0,2.0,1.0,1.0,0,1,4.0,228.0,Elena,40.5076,22.9201,0,1,0,1,0,0,0,1,0,0
29,81.0,Innovative upscale 2-BR flat in premium location,4.0,2.0,2.0,1.0,1,1,4.0,91.0,Innovation,40.6303,22.9452,1,0,0,0,1,0,0,1,0,0
30,44.0,Hidden Island Oasis near the city center,3.0,1.0,1.0,1.0,1,0,4.0,45.0,Vasilis,40.61918,22.95547,0,1,0,0,0,0,1,1,0,0
31,66.0,Lavish Residences - Agias Sofias,3.0,2.0,1.0,1.0,1,0,4.0,24.0,Lavish Elegance And Luxury Lifestyle,40.632,22.9449,0,0,0,0,1,0,0,1,1,0
32,49.0,Sky roof apartments#1,3.0,1.0,,1.0,0,1,4.0,321.0,Fani,40.63398,22.9396,1,1,0,0,0,0,0,1,0,0
33,85.0,Innovative top floor breathtaking flat in Ladadika,4.0,2.0,1.0,1.0,0,1,4.0,105.0,Innovation,40.63683,22.93844,1,1,0,0,0,0,0,1,0,0
34,43.0,Modern apartment.,4.0,2.0,1.0,1.0,1,1,5.0,38.0,Κωνσταντίνος,40.61469,22.98336,1,1,1,0,0,0,0,0,0,0
35,27.0,Convenience Spot @ Dragoumi,3.0,,1.0,1.0,0,0,,2.0,Viveta,40.64075,22.94357,0,0,0,0,0,1,0,1,0,0
36,35.0,Escape ... in style // Downtown Seaside Gate_306,2.0,1.0,1.0,1.0,0,1,4.0,353.0,Mike,40.6318,22.9417,0,1,0,0,0,0,0,1,0,1
37,45.0,"Ultima #2, Nilie Hospitality MGMT",3.0,1.0,1.0,1.0,0,0,,2.0,Nilie Premium Hospitality MGMT,40.6383849,22.9400138,0,0,0,0,0,0,0,1,0,0
38,32.0,Spotted in Thessaloniki #10!-parking 15€/24h,2.0,1.0,,1.0,1,1,4.0,16.0,Giannis,40.6374,22.9357,1,1,0,0,0,0,0,1,0,0
39,25.0,Double room with 2 single beds,,2.0,2.0,,1,1,4.0,57.0,Stay with Maria Eleni,40.6229,22.96706,0,1,0,0,0,0,0,0,0,0
40,48.0,SKG Stories: Relax,2.0,1.0,1.0,1.0,1,1,4.0,491.0,Eleni,40.6337,22.9473,0,1,0,0,0,0,0,1,0,1
41,49.0,"Adelle Studio #34, The Luxury Suites",3.0,2.0,,1.0,0,0,4.0,41.0,The Luxury Suites,40.63965,22.93941,0,1,0,0,0,0,0,1,0,0
42,33.0,Waterfront #9Design - CozyCityCenter Studio,2.0,1.0,1.0,1.0,0,1,4.0,651.0,Alexandra,40.6318,22.9417,0,1,0,1,0,0,0,1,0,0
43,51.0,#ATS - Theodor Cozy Apartment,4.0,1.0,1.0,1.0,0,0,4.0,32.0,Around,40.6328258,22.9439552,0,1,0,0,1,0,0,1,0,0
44,38.0,Majestic balcony studio overlooking city's heart,2.0,1.0,1.0,1.0,0,0,4.0,184.0,Vasilis,40.63499,22.9368,0,1,0,0,0,0,1,1,0,0
45,28.0,Penthouse Kamara 47,2.0,1.0,1.0,1.0,0,1,,2.0,George,40.6326666,22.9511606,0,1,1,0,0,0,0,1,0,0
46,44.0,"Pantheon, Nilie Hospitality MGMT",4.0,1.0,1.0,1.0,0,0,4.0,9.0,Nilie Premium Hospitality MGMT,40.6341411,22.9371348,0,0,0,0,0,0,0,1,0,0
47,34.0,Modern studio in the heart of the city,3.0,2.0,1.0,1.0,1,1,4.0,392.0,Μαρία,40.63214,22.94413,1,1,0,1,0,0,0,0,0,0
48,30.0,HYPNOS SKG 101(hotel style self-contained room),2.0,1.0,1.0,1.0,0,1,4.0,152.0,Stylianos,40.64178,22.93777,1,0,0,0,0,0,0,1,1,0
49,36.0,LuxLiving Stratou Avenue Cozy,2.0,1.0,,1.0,0,1,4.0,27.0,Alexandros,40.6186,22.9581,1,1,0,0,0,0,0,1,0,0
50,38.0,DoorMat#4 White Tower,2.0,1.0,1.0,1.0,0,0,4.0,135.0,Mario,40.62839,22.94843,0,1,0,1,0,0,0,1,0,0
51,35.0,Studio in the center of Kalamaria,4.0,1.0,1.0,1.0,0,0,4.0,12.0,Αφροδίτη,40.5837,22.9514,0,1,0,0,1,0,0,1,0,0
52,40.0,Private Mini Suite-Self Check-in,2.0,1.0,1.0,1.0,0,0,,2.0,Nikos,40.6371,22.9368,0,1,0,0,0,0,0,1,0,0
53,32.0,Budget and family-friendly apartment | 200Mbps.,4.0,,1.0,1.0,0,1,5.0,3.0,Dimitrios,40.6436,22.946,1,0,0,0,0,0,0,1,0,1
54,23.0,14 Smart tv central cozy room,2.0,1.0,1.0,1.0,0,0,4.0,112.0,Βασίλης,40.60963,22.95493,0,1,0,0,1,0,0,1,0,0
55,49.0,Harmony studio with terrace.,3.0,,1.0,1.0,0,1,5.0,4.0,Nikolaos,40.631166,22.9442399,1,0,0,0,1,0,0,1,0,0
56,30.0,Tiny Loft Studio 17m² in the heart of Thessaloniki,2.0,1.0,1.0,1.0,0,0,4.0,202.0,Dimitrios,40.63396,22.94563,0,1,0,0,1,0,0,1,0,0
57,37.0,midtown arc studio,3.0,2.0,,1.0,1,1,4.0,217.0,Stelios,40.6342,22.9458,1,1,0,0,1,0,0,0,0,0
58,43.0,Waterfront #25Design - CozyCityCenter Flat,4.0,1.0,1.0,1.0,1,1,4.0,526.0,Alexandra,40.6318,22.9417,0,1,0,1,0,0,0,1,0,0
59,43.0,"WallStreet #22, The Luxury Suites",3.0,2.0,1.0,1.0,0,0,4.0,40.0,The Luxury Suites,40.64121,22.93725,0,1,0,0,0,0,0,1,0,0
60,42.0,"Big Apple #2.6, Nilie Hospitality MGMT",3.0,1.0,1.0,1.0,0,0,4.0,15.0,Nilie Premium Hospitality MGMT,40.64028,22.93825,0,0,0,0,0,0,0,1,0,0
61,40.0,Dialeti Loft Apartment,2.0,1.0,1.0,1.0,0,1,4.0,19.0,Fani,40.6291474,22.9514332,1,1,0,0,0,0,0,1,0,0
62,38.0,Escape ... in style // Downtown Seaside Gate_303,2.0,1.0,1.0,1.0,0,1,4.0,269.0,Mike,40.6318,22.9417,0,1,1,0,0,0,0,1,0,0
63,32.0,Waterfront #8Design - Bubblegum Box,2.0,1.0,1.0,1.0,0,1,4.0,739.0,Alexandra,40.6318,22.9417,1,1,0,0,0,0,0,1,0,0
64,21.0,Sweet Little House,2.0,1.0,1.0,1.0,0,1,4.0,123.0,Theodoros,40.66211,22.91335,1,0,1,0,0,0,0,1,0,0
65,61.0,ANGEL(404)JACUZZISUITE AMA685900,4.0,1.0,1.0,1.0,0,1,4.0,252.0,Leonidas,40.63991,22.93959,1,1,0,0,0,0,0,1,0,0
66,34.0,Natural modern studio in the heart of Thessaloniki,2.0,1.0,1.0,1.0,0,1,5.0,4.0,Innovation,40.6471133,22.9240689,1,1,0,0,0,0,0,1,0,0
67,31.0,Villanova - Sapphire Suite,4.0,2.0,1.0,1.0,1,1,5.0,7.0,Polina,40.642923,22.9334532,1,1,0,0,0,0,0,1,0,0
68,65.0,A glam chic apartment in the ♥️ of the city,3.0,1.0,1.0,1.0,1,1,5.0,79.0,Korinna,40.63067,22.94315,1,0,0,0,1,0,0,1,0,0
69,23.0,#2 City center Ariadni's studio- Huge balcony,2.0,2.0,,1.0,1,1,4.0,205.0,Ariadni,40.62041,22.95341,1,1,0,0,0,0,0,0,1,0
70,31.0,White Diamond,2.0,1.0,1.0,1.0,0,0,4.0,10.0,Zoe,40.6417,22.944,0,0,0,0,0,0,0,1,1,0
71,42.0,Sea view Aristotelous square,3.0,2.0,,1.0,1,1,4.0,21.0,Ermis,40.63211,22.9393,1,1,0,0,0,0,0,1,0,0
72,74.0,Innovative Boutique flat in the heart of the city,4.0,2.0,1.0,1.0,1,1,4.0,139.0,Innovation,40.63031,22.94555,1,1,0,0,0,0,0,1,0,0
73,67.0,Aristotelous Square Luxury Studio,4.0,3.0,,1.0,1,1,4.0,260.0,Vaia,40.63591,22.94492,1,1,0,0,0,0,0,1,0,0
74,98.0,Central Luxury apartment + view,4.0,2.0,2.0,1.0,0,1,,,Apostolos,40.6411,22.9308,1,1,0,0,0,0,0,1,0,0
75,50.0,Big Luxury apartment in Thessaloniki,4.0,2.0,1.0,1.0,1,1,4.0,81.0,My Street,40.6382,22.93754,1,0,0,0,0,0,0,1,1,0
76,39.0,Futuristic chic oasis in the heart of the city,4.0,2.0,1.0,1.0,0,1,,1.0,Innovation,40.6469,22.9234,1,1,0,0,0,0,0,1,0,0
77,85.0,Couple-in magical suite with jacuzzi,2.0,1.0,1.0,1.0,1,0,4.0,10.0,ענבר,40.6333867,22.942357,0,0,0,0,1,0,0,1,1,0
78,84.0,Heaven on the 7th (Aparment B),5.0,2.0,2.0,1.0,0,0,5.0,4.0,Panos,40.6218726,22.9530707,0,1,0,0,1,0,0,1,0,0
79,55.0,Urban Loft I,5.0,3.0,1.0,1.0,1,1,4.0,205.0,Eva,40.63693,22.9555,0,1,0,1,0,0,0,1,0,0
80,45.0,TerraCity Apartment,4.0,2.0,1.0,1.0,1,1,4.0,28.0,Alexandra-Markos,40.6344095,22.9528624,1,1,0,0,0,0,0,1,0,0
81,71.0,Marrone S.Suite°   (free parking 24/7),4.0,3.0,2.0,1.0,1,1,4.0,47.0,Panagiota,40.6168,22.9538,0,1,0,0,0,0,0,1,0,1
82,62.0,Bright Bright C -Modern apartment with terrace,4.0,2.0,1.0,1.0,1,1,4.0,83.0,Ioannis,40.6365,22.9376,1,1,0,0,0,0,0,1,0,0
83,86.0,"City Center, Sea view, Big private terrace",3.0,2.0,1.0,1.0,0,0,4.0,265.0,Marabou Unique Stay,40.63778,22.9356,0,1,1,0,0,0,0,1,0,0
84,51.0,Sunny 5th floor flat with big balcony,4.0,1.0,1.0,1.0,1,1,4.0,98.0,My Street,40.6379,22.93827,1,0,0,1,0,0,0,1,0,0
85,42.0,Contemporary Gem in the Heart of Thessaloniki,4.0,2.0,1.0,1.0,0,1,,1.0,Innovation,40.6469,22.9234,1,1,0,0,0,0,0,1,0,0
86,53.0,✦World Heritage Site✦ Ace Location|Walk Everywhere,3.0,2.0,1.0,1.0,1,1,4.0,100.0,Panagiota,40.63764,22.94817,1,0,0,0,0,1,0,1,0,0
87,130.0,"NEW 2019!, SKG, view to the port-marine Kalamaria!",4.0,1.0,1.0,1.0,1,1,4.0,64.0,Konstantinos,40.57645,22.94553,1,0,0,0,1,0,0,1,0,0
88,83.0,"Divine 7thfloor apartment  'neo', city view",4.0,2.0,2.0,2.0,1,0,4.0,17.0,Thanasis,40.6067,22.9548,0,1,0,0,0,0,1,0,1,0
89,87.0,F & B Collection - City Center Hidden Gem,3.0,2.0,1.0,1.0,1,0,5.0,6.0,Dimitris,40.6311,22.947,0,0,0,0,1,0,1,0,0,0
90,106.0,#Oddity: Superior apartment by halu!,2.0,1.0,1.0,1.0,0,0,4.0,12.0,Halu!,40.63536,22.93527,0,1,0,1,0,0,0,1,0,0
91,85.0,Couple-in magical suite with jacuzzi,2.0,1.0,1.0,1.0,1,0,4.0,10.0,ענבר,40.6333867,22.942357,0,0,0,0,1,0,0,1,1,0
92,130.0,"NEW 2019!, SKG, view to the port-marine Kalamaria!",4.0,1.0,1.0,1.0,1,1,4.0,64.0,Konstantinos,40.57645,22.94553,1,0,0,0,1,0,0,1,0,0
93,127.0,"Okto Penthouse, Nilie Hospitality MGMT",4.0,1.0,1.0,1.0,0,0,4.0,19.0,Nilie Premium Hospitality MGMT,40.63581,22.93998,0,1,0,0,1,0,0,1,0,0
94,85.0,Elegant apartment inThessaloniki near sea & center,4.0,2.0,2.0,1.0,1,1,5.0,54.0,Στέλλα,40.6105,22.9562,1,0,0,1,0,0,0,1,0,0
95,104.0,#Toucan by halu! apartments,4.0,2.0,2.0,1.0,0,0,4.0,21.0,Halu!,40.635234,22.948369,0,1,0,0,0,0,0,1,0,1
96,87.0,F & B Collection - City Center Hidden Gem,3.0,2.0,1.0,1.0,1,0,5.0,6.0,Dimitris,40.6311,22.947,0,0,0,0,1,0,1,0,0,0
97,90.0,Old Town View Apartment,4.0,2.0,2.0,1.0,1,0,4.0,31.0,Ηρώ,40.63952,22.95855,0,0,0,0,0,0,0,1,1,1
98,105.0,Alegra#1_The historic center_,4.0,2.0,2.0,1.0,1,1,4.0,124.0,Maximos,40.6369,22.9412,1,1,0,0,0,0,0,1,0,0
99,240.0,The Lux2 a gorgeous 3 bd apt | Close to everything,6.0,3.0,3.0,2.0,1,1,4.0,77.0,Stef & George,40.63017,22.94477,0,1,1,0,0,0,0,1,0,0
100,119.0,Urban folks apartment,6.0,3.0,2.0,1.0,1,0,5.0,9.0,Nikos,40.6324,22.9479,0,1,0,0,1,0,0,1,0,0
101,53.0,✦World Heritage Site✦ Ace Location|Walk Everywhere,3.0,2.0,1.0,1.0,1,1,4.0,100.0,Panagiota,40.63764,22.94817,1,0,0,0,0,1,0,1,0,0
102,53.0,Seaside Heights: Awe-Inspiring City Views!,3.0,2.0,1.0,1.0,1,1,5.0,33.0,Yanis,40.6398,22.9478,1,1,0,1,0,0,0,0,0,0
103,65.0,Incognito #Skgbnb,2.0,1.0,1.0,1.0,1,1,5.0,14.0,Tomas&Cristina! Skgbnb,40.6333,22.9542,1,0,0,0,0,0,0,0,1,0
104,79.0,Project Leni 239,4.0,2.0,2.0,1.0,1,1,4.0,42.0,Alexandros,40.6385,22.944,1,0,0,1,0,0,0,1,0,0
105,67.0,Aristotelous Square Luxury Studio,4.0,3.0,,1.0,1,1,4.0,260.0,Vaia,40.63591,22.94492,1,1,0,0,0,0,0,1,0,0
106,120.0,Luxmini 2bd apt near the sea,4.0,2.0,2.0,1.0,1,1,4.0,32.0,Stef & George,40.6286,22.9467,1,0,0,0,1,0,0,1,0,0
107,55.0,Urban Loft I,5.0,3.0,1.0,1.0,1,1,4.0,205.0,Eva,40.63693,22.9555,0,1,0,1,0,0,0,1,0,0
108,98.0,Central Luxury apartment + view,4.0,2.0,2.0,1.0,0,1,,,Apostolos,40.6411,22.9308,1,1,0,0,0,0,0,1,0,0
109,80.0,Euphoria,4.0,2.0,1.0,1.0,1,1,4.0,64.0,Ιωαννης,40.6287,22.9478,1,1,0,0,0,0,0,1,0,0
110,37.0,"V18 Boutique Rooms, Nilie Hospitality MGMT",2.0,1.0,1.0,1.0,0,0,,1.0,Nilie Premium Hospitality MGMT,40.6431641,22.9341033,0,0,0,0,0,0,0,1,0,0
111,85.0,Couple-in magical suite with jacuzzi,2.0,1.0,1.0,1.0,1,0,4.0,10.0,ענבר,40.6333867,22.942357,0,0,0,0,1,0,0,1,1,0
112,64.0,Mythos #2 apartment (Kalliston),4.0,2.0,1.0,1.0,1,1,4.0,60.0,Kalliston,40.63833,22.94335,1,1,0,0,0,0,0,1,0,0
113,65.0,Incognito #Skgbnb,2.0,1.0,1.0,1.0,1,1,5.0,14.0,Tomas&Cristina! Skgbnb,40.6333,22.9542,1,0,0,0,0,0,0,0,1,0
114,127.0,"Okto Penthouse, Nilie Hospitality MGMT",4.0,1.0,1.0,1.0,0,0,4.0,19.0,Nilie Premium Hospitality MGMT,40.63581,22.93998,0,1,0,0,1,0,0,1,0,0
115,53.0,Seaside Heights: Awe-Inspiring City Views!,3.0,2.0,1.0,1.0,1,1,5.0,33.0,Yanis,40.6398,22.9478,1,1,0,1,0,0,0,0,0,0
116,53.0,✦World Heritage Site✦ Ace Location|Walk Everywhere,3.0,2.0,1.0,1.0,1,1,4.0,100.0,Panagiota,40.63764,22.94817,1,0,0,0,0,1,0,1,0,0
117,104.0,#Toucan by halu! apartments,4.0,2.0,2.0,1.0,0,0,4.0,21.0,Halu!,40.635234,22.948369,0,1,0,0,0,0,0,1,0,1
118,79.0,Project Leni 239,4.0,2.0,2.0,1.0,1,1,4.0,42.0,Alexandros,40.6385,22.944,1,0,0,1,0,0,0,1,0,0
119,88.0,Stylish & Comfortable  In The Heart Of The City,3.0,1.0,1.0,1.0,1,1,5.0,35.0,Andreas,40.63237,22.9486,0,1,0,0,0,0,0,1,0,1
120,77.0,Neoclassical Flat since 1929 in Thessaloniki,5.0,2.0,2.0,1.0,1,0,4.0,69.0,Elena,40.6365,22.9479,0,1,0,0,1,0,0,0,1,0
121,120.0,Luxmini 2bd apt near the sea,4.0,2.0,2.0,1.0,1,1,4.0,32.0,Stef & George,40.6286,22.9467,1,0,0,0,1,0,0,1,0,0
122,240.0,The Lux2 a gorgeous 3 bd apt | Close to everything,6.0,3.0,3.0,2.0,1,1,4.0,77.0,Stef & George,40.63017,22.94477,0,1,1,0,0,0,0,1,0,0
123,67.0,Aristotelous Square Luxury Studio,4.0,3.0,,1.0,1,1,4.0,260.0,Vaia,40.63591,22.94492,1,1,0,0,0,0,0,1,0,0
124,73.0,City Center Getaway,4.0,2.0,1.0,1.0,1,1,5.0,14.0,Theodotie,40.6319,22.9463,1,0,0,0,0,1,0,0,1,0
125,119.0,Urban folks apartment,6.0,3.0,2.0,1.0,1,0,5.0,9.0,Nikos,40.6324,22.9479,0,1,0,0,1,0,0,1,0,0
126,104.0,#Toucan by halu! apartments,4.0,2.0,2.0,1.0,0,0,4.0,21.0,Halu!,40.635234,22.948369,0,1,0,0,0,0,0,1,0,1
127,79.0,Project Leni 239,4.0,2.0,2.0,1.0,1,1,4.0,42.0,Alexandros,40.6385,22.944,1,0,0,1,0,0,0,1,0,0
128,77.0,Neoclassical Flat since 1929 in Thessaloniki,5.0,2.0,2.0,1.0,1,0,4.0,69.0,Elena,40.6365,22.9479,0,1,0,0,1,0,0,0,1,0
129,120.0,Luxmini 2bd apt near the sea,4.0,2.0,2.0,1.0,1,1,4.0,32.0,Stef & George,40.6286,22.9467,1,0,0,0,1,0,0,1,0,0
130,67.0,Aristotelous Square Luxury Studio,4.0,3.0,,1.0,1,1,4.0,260.0,Vaia,40.63591,22.94492,1,1,0,0,0,0,0,1,0,0
131,73.0,City Center Getaway,4.0,2.0,1.0,1.0,1,1,5.0,14.0,Theodotie,40.6319,22.9463,1,0,0,0,0,1,0,0,1,0
132,82.0,Moroccan vibes,4.0,1.0,1.0,1.0,0,0,5.0,4.0,GeorGina,40.642853,22.9385796,0,0,0,0,1,1,0,0,1,0
133,70.0,"The Modern World Apartment, Vesta Philoxenia",3.0,2.0,1.0,1.0,1,0,4.0,22.0,Vesta Philoxenia,40.63474,22.95434,0,0,0,1,1,0,0,1,0,0
134,70.0,Imperium II - White Tower #Skgbnb,2.0,1.0,1.0,1.0,1,1,4.0,45.0,Tomas&Cristina! Skgbnb,40.62818,22.9482,1,0,0,0,0,0,0,1,0,1
135,45.0,TerraCity Apartment,4.0,2.0,1.0,1.0,1,1,4.0,28.0,Alexandra-Markos,40.6344095,22.9528624,1,1,0,0,0,0,0,1,0,0
136,89.0,Apartment in listed building in historical centre,4.0,2.0,2.0,2.0,1,1,4.0,126.0,Dimitris-Ioanna,40.6315,22.947,1,1,0,0,0,0,0,1,0,0
137,240.0,The Lux2 a gorgeous 3 bd apt | Close to everything,6.0,3.0,3.0,2.0,1,1,4.0,77.0,Stef & George,40.63017,22.94477,0,1,1,0,0,0,0,1,0,0
138,54.0,Thessaloniki Central Apartment,4.0,2.0,1.0,1.0,1,0,5.0,7.0,Anna,40.6390442,22.9356819,0,1,0,0,0,0,1,0,1,0
139,73.0,STS EIGHT 5.1 NEW,4.0,2.0,1.0,1.0,0,1,4.0,231.0,Έλενα,40.6379,22.9436,0,1,0,0,0,0,0,1,0,1
140,119.0,Urban folks apartment,6.0,3.0,2.0,1.0,1,0,5.0,9.0,Nikos,40.6324,22.9479,0,1,0,0,1,0,0,1,0,0
141,42.0,Contemporary Gem in the Heart of Thessaloniki,4.0,2.0,1.0,1.0,0,1,,1.0,Innovation,40.6469,22.9234,1,1,0,0,0,0,0,1,0,0
142,179.0,Art Gallery Center Apartment,4.0,2.0,2.0,1.0,0,1,4.0,105.0,Alexandros,40.62761,22.94842,1,1,0,1,0,0,0,0,0,0
143,70.0,Jolie for 4 #Skgbnb,4.0,2.0,2.0,1.0,1,1,4.0,25.0,Cristina&Tomas! Skgbnb,40.62086,22.95822,1,0,1,0,0,0,0,0,0,0
144,60.0,Thanos  home (with private parking).,3.0,1.0,1.0,1.0,1,1,4.0,299.0,Thanasis,40.6194,22.9554,0,1,1,0,0,0,0,1,0,0
145,120.0,Apartment in the historical center with beautiful terrace,6.0,3.0,2.0,1.0,1,0,4.0,49.0,Anestis,40.63426,22.94393,0,1,0,0,0,0,1,0,1,0
146,42.0,Contemporary Gem in the Heart of Thessaloniki,4.0,2.0,1.0,1.0,0,1,,1.0,Innovation,40.6469,22.9234,1,1,0,0,0,0,0,1,0,0
147,240.0,The Lux2 a gorgeous 3 bd apt | Close to everything,6.0,3.0,3.0,2.0,1,1,4.0,77.0,Stef & George,40.63017,22.94477,0,1,1,0,0,0,0,1,0,0
148,108.0,Green Doors Penthouse,4.0,2.0,2.0,1.0,1,1,4.0,16.0,Magda,40.6316,22.9475,1,0,0,0,1,0,0,1,0,0
149,45.0,Modern Aristotelous Studio with a Magic Balcony,2.0,1.0,1.0,1.0,1,0,4.0,376.0,Vasilis,40.63413,22.94183,0,1,0,0,0,0,0,1,1,0
150,56.0,Casa Nueve - Amazing apartment close to the sea,4.0,2.0,1.0,1.0,1,1,4.0,157.0,Chris,40.607,22.953,1,0,0,0,0,0,0,1,1,0
151,55.0,Ohappy Design Penthouse,3.0,1.0,1.0,1.0,0,0,4.0,9.0,Ioannis,40.63993,22.94031,0,1,0,0,0,0,0,0,0,0
152,142.0,Fandango: Gorgeous Neoclassical Apartment,4.0,3.0,2.0,1.0,1,0,5.0,20.0,Halu!,40.63668,22.94203,0,1,0,0,1,0,0,0,0,1
153,47.0,Luxurious get-away chez Kat,4.0,2.0,1.0,1.0,1,1,5.0,8.0,Thanos,40.6405,22.9325,1,0,0,0,0,0,0,0,1,0
154,60.0,Ventura - Radio city #Skgbnb,4.0,2.0,2.0,2.0,1,1,5.0,20.0,Cristina&Tomas! Skgbnb,40.61613,22.95701,1,0,0,0,0,0,0,0,1,0
155,47.0,LuxLiving Agiou Dimitriou II,2.0,1.0,1.0,1.0,1,1,5.0,14.0,Alexandros,40.6389227,22.9476825,0,1,0,1,0,0,0,1,0,0
