,_id,title,New,superhost,guest_favorite,total_rating,total_reviews,final_price_per_night,host_name,coordinates,off_region,search_region,d_aristotelous,d_subway,d_buses,telework,fast_wifi,arr_exp,location,check_in,exp_host,pets,com,cancel,parking,num_characteristics,beds,bathrooms,visitors,baths,bedrooms,studio,n_prop,page
0,6620394197d75a34a3e97393,"Konba view luxury mini apartments
close to the center",False,False,False,"4,61",49,48.0,Georgios,"40.6494,22.92917",Ksirokrini,Evosmos,1.976777862731303,0.559461469591428,2.323891786852787,False,False,False,False,True,False,True,False,True,False,3,3,0,3,0,1,False,property,10
1,6620394197d75a34a3e97394,#8 Ioanna apartments 2 bedrooms,False,True,True,"5,0",10,75.0,IoannaApartments,"40.67755,22.9349",Stavroupoli,Evosmos,4.7297087377299745,3.720951978479717,3.757547360339068,True,False,False,False,True,False,False,False,False,False,3,3,0,6,1,2,False,property,1
2,6620394197d75a34a3e97395,#Ioanna Nicopolis,False,True,True,"5,0",13,42.0,IoannaApartments,"40.6853,22.9301",Stavroupoli,Evosmos,5.651246996269689,4.552011659422927,4.1522629946617755,False,False,False,False,True,False,True,False,True,False,3,2,0,4,1,1,False,property,1
3,6620394197d75a34a3e97396,#6 Johnas Apartments Apartments,False,True,True,"5,0",20,42.0,IoannaApartments,"40.6778,22.9351",Stavroupoli,Evosmos,4.754492676738244,3.750724747532126,3.7888810085409044,False,False,False,False,True,False,True,False,True,False,3,3,0,5,1,1,False,property,1
4,6620394197d75a34a3e97397,Unique to the Evosmos Guest House Anastasia Guest Center,False,False,False,"4,87",86,78.0,Anastasia,"40.66866,22.91202",Evosmos,Evosmos,4.557169595559107,3.064716107474552,1.7787000313148884,True,False,False,False,False,False,False,False,True,True,3,2,0,4,1,1,False,property,2
5,6620394197d75a34a3e97398,#Ioanna Apartments | Nikopolis Corner,False,True,False,"4,84",50,43.0,IoannaApartments,"40.68479,22.93149",Stavroupoli,Evosmos,5.5725866613468,4.498850043667483,4.173244900698578,True,False,False,False,False,False,True,False,False,False,3,2,0,4,1,1,False,property,2
6,6620394197d75a34a3e97399,The traveler's house,False,False,False,0.0,0,53.0,Unlock,"40.676539,22.906008",Evosmos,Evosmos,5.5647247145912395,4.0765582888467575,2.4785959777933058,False,False,False,False,True,False,True,False,True,False,3,1,0,4,1,1,False,property,2
7,6620394197d75a34a3e9739a,Outside of a train station and a bus stop.S-rock,False,True,False,"4,88",186,63.0,Evans'Apartments,"40.644,22.933",Ksirokrini,Evosmos,1.3125869050671695,0.32444942600568744,2.8272623173809706,False,False,False,False,True,False,False,False,True,True,3,3,0,6,1,2,False,property,4
8,6620394197d75a34a3e9739b,Jordans Apartment 10,True,False,False,"0,0",0,58.0,JordansRoomsIke,"40.658016,22.92626",Stavroupoli,Evosmos,2.9056784342356226,1.5374514925838132,2.049884722934082,False,False,False,False,False,True,False,False,True,False,2,1,0,4,1,1,False,property,5
9,6620394197d75a34a3e9739c,anna's house,False,False,False,"0,0",1,70.0,Zacharias,"40.6572,22.9209",Ampelokipoi-Menemeni,Evosmos,3.0898661659604314,1.5887942162416808,1.5887318038893148,False,False,False,False,False,False,True,False,True,False,3,2,0,4,0,2,False,property,6
